bytes,captured_at,file_path,public_url,revision,sha256,space_id,status_code,decoder_version,source_encoding
235,2026-08-30T21:30:28.623684+00:00,requirements.txt,https://huggingface.co/spaces/24-cka-ML/quiz-generator/resolve/e8dc54c226ca5d21680cbf10b31e2ba35389a911/requirements.txt,e8dc54c226ca5d21680cbf10b31e2ba35389a911,cc680056b7ecb0588bd1412460737e7fa08fbc7e54706677fe2a34cc6581c684,24-cka-ML/quiz-generator,200,,
18603,2026-08-30T21:30:28.620312+00:00,app.py,https://huggingface.co/spaces/24-cka-ML/quiz-generator/resolve/e8dc54c226ca5d21680cbf10b31e2ba35389a911/app.py,e8dc54c226ca5d21680cbf10b31e2ba35389a911,fc88fe7f815856250821afce4a6dc284b84acbaf3dfb76d1c3e36e962dc180ef,24-cka-ML/quiz-generator,200,,
248,2026-08-30T21:30:29.165255+00:00,README.md,https://huggingface.co/spaces/3atar/Study-assistant/resolve/490a69c38dd64c78387fd6f35ebfb0cc522cd732/README.md,490a69c38dd64c78387fd6f35ebfb0cc522cd732,7158769ebe591c59fea625ca68e560201292aa0e08111cca82d5ceeca57ece62,3atar/Study-assistant,200,,
168,2026-08-30T21:30:29.670921+00:00,requirements.txt,https://huggingface.co/spaces/3atar/Study-assistant/resolve/490a69c38dd64c78387fd6f35ebfb0cc522cd732/requirements.txt,490a69c38dd64c78387fd6f35ebfb0cc522cd732,347a30a7325c524425b5cb0ae69ac254994a1e2764e50eac9869d755729568b7,3atar/Study-assistant,200,,
14500,2026-08-30T21:30:29.669925+00:00,app.py,https://huggingface.co/spaces/3atar/Study-assistant/resolve/490a69c38dd64c78387fd6f35ebfb0cc522cd732/app.py,490a69c38dd64c78387fd6f35ebfb0cc522cd732,e436ec79da93faf85ed078143a03ee39d49f59c6c5677d666b02138eaf032119,3atar/Study-assistant,200,,
255,2026-08-30T21:30:30.187365+00:00,README.md,https://huggingface.co/spaces/77skaul/edu-tutor-chatbot/resolve/d74a6ce328f17ffbe7564bc0a707f57c6972ef8e/README.md,d74a6ce328f17ffbe7564bc0a707f57c6972ef8e,1fbc8752b54461049b34ec8436c5c96f64c9bcb36db26a2f7bc40702e8ef53fe,77skaul/edu-tutor-chatbot,200,,
1265,2026-08-30T21:30:30.696271+00:00,app.py,https://huggingface.co/spaces/77skaul/edu-tutor-chatbot/resolve/d74a6ce328f17ffbe7564bc0a707f57c6972ef8e/app.py,d74a6ce328f17ffbe7564bc0a707f57c6972ef8e,5128d262e8cfb84bb059e2dbc59dc37a3f936fe30e24242387e946744ba244e2,77skaul/edu-tutor-chatbot,200,,
48,2026-08-30T21:30:30.695122+00:00,requirements.txt,https://huggingface.co/spaces/77skaul/edu-tutor-chatbot/resolve/d74a6ce328f17ffbe7564bc0a707f57c6972ef8e/requirements.txt,d74a6ce328f17ffbe7564bc0a707f57c6972ef8e,3e608ab6c4109f7cbdeb37eb94ebe4fe35b0e3ba33ca3eb75c867acc78dde31e,77skaul/edu-tutor-chatbot,200,,
299,2026-08-30T21:30:32.378522+00:00,README.md,https://huggingface.co/spaces/aakashdevdat/Quiz_generator_1/resolve/fe7d758e27b6357027a2190fdf0f611961b6fdfe/README.md,fe7d758e27b6357027a2190fdf0f611961b6fdfe,f6bc6dfc8c78aeb06fe0974e2ad8ef3dc65ad0be97267f67ab9abe358c0dcc37,aakashdevdat/Quiz_generator_1,200,,
1019,2026-08-30T21:30:32.868580+00:00,app.py,https://huggingface.co/spaces/aakashdevdat/Quiz_generator_1/resolve/fe7d758e27b6357027a2190fdf0f611961b6fdfe/app.py,fe7d758e27b6357027a2190fdf0f611961b6fdfe,d5c2fd04671db20f75fdc9b4eb6fefee77ffd801b5e7cc00c42416ef8b7ce9d8,aakashdevdat/Quiz_generator_1,200,,
43,2026-08-30T21:30:32.871857+00:00,requirements.txt,https://huggingface.co/spaces/aakashdevdat/Quiz_generator_1/resolve/fe7d758e27b6357027a2190fdf0f611961b6fdfe/requirements.txt,fe7d758e27b6357027a2190fdf0f611961b6fdfe,1de67736e5444791fb2728e498f2857b4c6674f499f7023b915b855196407fbe,aakashdevdat/Quiz_generator_1,200,,
4157,2026-08-30T21:30:35.030998+00:00,.github/README.md,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/.github/README.md,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,f6c9840b55616734061404bf8054aa7ec8c56e6ac0496b9d58ce7ac8944fa695,Aasher/Flexx_Your_Homework_Assistant,200,,
232,2026-08-30T21:30:34.522883+00:00,README.md,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/README.md,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,7af4c1510ca2c6da5ea4fbd34f9dcd657b3d3515a3f8a5c5f45197f5c35b8fb2,Aasher/Flexx_Your_Homework_Assistant,200,,
1872,2026-08-30T21:30:35.034551+00:00,api/chat.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/api/chat.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,869c7e3ab45d5ecdd6bb539de8ec66b471e21811d93cbc73836ee4f9f36ded19,Aasher/Flexx_Your_Homework_Assistant,200,,
971,2026-08-30T21:30:35.051501+00:00,main.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/main.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,322188178f596f009be6cedc4e15b58c5ed2b5c54d3a57f068334439ab99f493,Aasher/Flexx_Your_Homework_Assistant,200,,
974,2026-08-30T21:30:35.033153+00:00,prompts.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/prompts.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,dd58fc73a742a93401513813de63ffea23c4ddb9d04d4215965c80a20d0036e9,Aasher/Flexx_Your_Homework_Assistant,200,,
1333,2026-08-30T21:30:35.047151+00:00,models/chat.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/models/chat.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,2a1482c7a0969f62341d3fc9660f74cf9655b34bc96ea221025ab911b370b982,Aasher/Flexx_Your_Homework_Assistant,200,,
321,2026-08-30T21:30:35.097028+00:00,pyproject.toml,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/pyproject.toml,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,6361de0d5768977d860c024db88f2615ed087e6ebd5cfa8b82dba321a78180f7,Aasher/Flexx_Your_Homework_Assistant,200,,
2891,2026-08-30T21:30:35.068535+00:00,services/chat_service.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/services/chat_service.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,f65a4ffa574408a580e3be618d18fe2155b0be1f710c57689b08bca162e94bb6,Aasher/Flexx_Your_Homework_Assistant,200,,
11914,2026-08-30T21:30:35.530681+00:00,static/script.js,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/static/script.js,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,6d1c934d324029365ccdbd6ea875d53cd64d27c24d36ed395cd9caf972c027ed,Aasher/Flexx_Your_Homework_Assistant,200,,
6148,2026-08-30T21:30:35.088721+00:00,static/index.html,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/static/index.html,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,14432f02a83b066ec41d41f197f66dde62a2afa48d014261465d99a625b8ca5c,Aasher/Flexx_Your_Homework_Assistant,200,,
2102,2026-09-02T19:28:39.684586+00:00,utils.py,https://huggingface.co/spaces/Aasher/Flexx_Your_Homework_Assistant/resolve/3fd5d64c8eb1638d95490d9f6c19dda420f27ba5/utils.py,3fd5d64c8eb1638d95490d9f6c19dda420f27ba5,e846c49d372cfd13729e6eea9e972535ea2b505b43d2d41f33d9a0daa9f0af1c,Aasher/Flexx_Your_Homework_Assistant,200,lossless-v2,utf-8
313,2026-08-30T21:30:36.060888+00:00,README.md,https://huggingface.co/spaces/aazankhanYousafzai/Ai_Study_Assistant/resolve/119b244adc65a99669d4593fdadd269a32094c9f/README.md,119b244adc65a99669d4593fdadd269a32094c9f,69f4dfca93101e8b101d7f1302185ceae596ff8acc1c02475433c0af86f55d79,aazankhanYousafzai/Ai_Study_Assistant,200,,
3078,2026-08-30T21:30:36.598346+00:00,app.py,https://huggingface.co/spaces/aazankhanYousafzai/Ai_Study_Assistant/resolve/119b244adc65a99669d4593fdadd269a32094c9f/app.py,119b244adc65a99669d4593fdadd269a32094c9f,f08ff044832a3110092b8f2775f06548506cecad4087b5992e14b78c7341eff5,aazankhanYousafzai/Ai_Study_Assistant,200,,
17,2026-08-30T21:30:36.569280+00:00,requirements.txt,https://huggingface.co/spaces/aazankhanYousafzai/Ai_Study_Assistant/resolve/119b244adc65a99669d4593fdadd269a32094c9f/requirements.txt,119b244adc65a99669d4593fdadd269a32094c9f,67766bf3f41a17fbdeca767c39ea77343eeb4fa5d749d60d3e642c21867d8654,aazankhanYousafzai/Ai_Study_Assistant,200,,
208,2026-08-30T21:30:37.128787+00:00,README.md,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/README.md,2c5cdc927db7e90dac5bd2bca90f646630729b15,4c32221d9eb4bfc20388ca5bbda7606b7322583721af1d523aff62bc5533106d,abai-cn/linux-teaching-assistant,200,,
11915,2026-08-30T21:30:37.639999+00:00,app.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/app.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,91d5719983a89aaf22740a58e04ea89e2c12d2310163739b34b70fe970ac1dc3,abai-cn/linux-teaching-assistant,200,,
2293,2026-08-30T21:30:37.643493+00:00,modules/grader.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/grader.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,f87315d898659a5e3b4f4a2fc4653f52cc486f59e3655bd4d4722da0a17e0b2f,abai-cn/linux-teaching-assistant,200,,
2418,2026-08-30T21:30:37.650305+00:00,modules/lesson_mgr.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/lesson_mgr.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,dce2f4c51d7a626027e430a27a3565e09ebd895dd39bce4ddf52b604e6c5faf0,abai-cn/linux-teaching-assistant,200,,
488,2026-08-30T21:30:37.638470+00:00,modules/__init__.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/__init__.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,9b643f81718f6a0f1d77bb38848329f4aec2d7bc198e2e7ba37a691d6c3d0d2e,abai-cn/linux-teaching-assistant,200,,
1927,2026-08-30T21:30:37.646088+00:00,modules/memory.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/memory.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,e8efa0f1759add74589a83a43f85121f8945353c0fe402308ab2e3690b93b3ba,abai-cn/linux-teaching-assistant,200,,
1749,2026-08-30T21:30:37.649078+00:00,modules/analyzer.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/analyzer.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,8d4d6c89af6d3ffee574bcb16ce14182d094d83c780de8f965d0f7038abbc2ca,abai-cn/linux-teaching-assistant,200,,
1693,2026-08-30T21:30:37.659944+00:00,modules/question_gen.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/question_gen.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,8bfccbf2b42b0d622b2d8a4fd64eba0b888eef67e89528e1254c3ac3e2241e7e,abai-cn/linux-teaching-assistant,200,,
3326,2026-09-02T19:28:40.283469+00:00,modules/score_mgr.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/score_mgr.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,09017383a209f60799a452a1b49b7970c673ef65dedd8330a39a3fda4aaa842e,abai-cn/linux-teaching-assistant,200,lossless-v2,utf-8
1785,2026-08-30T21:30:37.641456+00:00,modules/llm.py,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/modules/llm.py,2c5cdc927db7e90dac5bd2bca90f646630729b15,01c97e03494f5c7f0e1c57c287c9b4fbcbc4f79315ae73cdecfba45ad34ab99f,abai-cn/linux-teaching-assistant,200,,
28,2026-08-30T21:30:38.170109+00:00,requirements.txt,https://huggingface.co/spaces/abai-cn/linux-teaching-assistant/resolve/2c5cdc927db7e90dac5bd2bca90f646630729b15/requirements.txt,2c5cdc927db7e90dac5bd2bca90f646630729b15,577fa884cb7145e22fb3048a97f73fd280d13b7d0cb72232fbd4b6ea579cc838,abai-cn/linux-teaching-assistant,200,,
257,2026-08-30T21:30:40.005346+00:00,README.md,https://huggingface.co/spaces/Abdalaziz2026/Syria-ai-tutor/resolve/6f7dee2e21e3c466111ee22c7ff72a393acb675d/README.md,6f7dee2e21e3c466111ee22c7ff72a393acb675d,b3e09abe85bf773c2de0f28778effc831e9717a2a8eee2b309beabaa59cd02a4,Abdalaziz2026/Syria-ai-tutor,200,,
5349,2026-08-30T21:30:40.600686+00:00,app.py,https://huggingface.co/spaces/Abdalaziz2026/Syria-ai-tutor/resolve/6f7dee2e21e3c466111ee22c7ff72a393acb675d/app.py,6f7dee2e21e3c466111ee22c7ff72a393acb675d,bb27045997659b4a1c6db4c60175bff01198c6f160e883519ba950c910e83203,Abdalaziz2026/Syria-ai-tutor,200,,
198,2026-08-30T21:30:41.114253+00:00,README.md,https://huggingface.co/spaces/Abde1ra7man/Quiz_Generator/resolve/015f0f9fb8dd60575502411c41ebfabc653635ea/README.md,015f0f9fb8dd60575502411c41ebfabc653635ea,44a1dcc05c6f89ea2124f1ae34cd28a043fb45b18361f16a3f8cabb026db0f6f,Abde1ra7man/Quiz_Generator,200,,
4083,2026-08-30T21:30:41.614420+00:00,main.py,https://huggingface.co/spaces/Abde1ra7man/Quiz_Generator/resolve/015f0f9fb8dd60575502411c41ebfabc653635ea/main.py,015f0f9fb8dd60575502411c41ebfabc653635ea,13025f90f9b766372afc07aa8ded6480bfb438037b0383aed6b777fc87e0d1f9,Abde1ra7man/Quiz_Generator,200,,
3020,2026-08-30T21:30:41.622454+00:00,quiz.py,https://huggingface.co/spaces/Abde1ra7man/Quiz_Generator/resolve/015f0f9fb8dd60575502411c41ebfabc653635ea/quiz.py,015f0f9fb8dd60575502411c41ebfabc653635ea,e11792685e2d80ed89cb44945bb62f18abfa471602ae01bee18c6c4ce10fa7f9,Abde1ra7man/Quiz_Generator,200,,
92,2026-08-30T21:30:41.624562+00:00,requirements.txt,https://huggingface.co/spaces/Abde1ra7man/Quiz_Generator/resolve/015f0f9fb8dd60575502411c41ebfabc653635ea/requirements.txt,015f0f9fb8dd60575502411c41ebfabc653635ea,4fa1f4c1c103fffe3d3b22414271de346088b61b9be74ff535ca9ac985219bb7,Abde1ra7man/Quiz_Generator,200,,
527,2026-08-30T21:30:42.137149+00:00,README.md,https://huggingface.co/spaces/Abdelrahman04/egyptian-educational-chatbot-demo/resolve/c959a848ff51f36474e455baadf234831fd1f7f2/README.md,c959a848ff51f36474e455baadf234831fd1f7f2,c0f25b20b10b1038a470f4d66e579e255c10a420d864d2e1f4f45c65f2cf989d,Abdelrahman04/egyptian-educational-chatbot-demo,200,,
120,2026-08-30T21:30:42.666053+00:00,requirements.txt,https://huggingface.co/spaces/Abdelrahman04/egyptian-educational-chatbot-demo/resolve/c959a848ff51f36474e455baadf234831fd1f7f2/requirements.txt,c959a848ff51f36474e455baadf234831fd1f7f2,3a5a13b81fec2c81d697f14c3a28bb070a7ce2538588f2ac627a7138ca93630a,Abdelrahman04/egyptian-educational-chatbot-demo,200,,
2047,2026-08-30T21:30:42.624048+00:00,app.py,https://huggingface.co/spaces/Abdelrahman04/egyptian-educational-chatbot-demo/resolve/c959a848ff51f36474e455baadf234831fd1f7f2/app.py,c959a848ff51f36474e455baadf234831fd1f7f2,e0fe257236aed77a5e259815506d6c4370fbc8ddf30a833ac2177428a215c9db,Abdelrahman04/egyptian-educational-chatbot-demo,200,,
122,2026-08-30T21:30:43.181738+00:00,README.md,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/README.md,0705f93969b0a9d834ff682822fb0f7e60186214,978e0c598f2cdf52560fa2fdc6453db42813143503abb337b60eaa142bd58f32,abdullahkhankakar/quiz-generator,200,,
1383,2026-08-30T21:30:43.693960+00:00,model.py,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/model.py,0705f93969b0a9d834ff682822fb0f7e60186214,31f5aeff34ced1ee0eeef4fe1eb4328f3a7035e48903ad14517cebf751953317,abdullahkhankakar/quiz-generator,200,,
2899,2026-08-30T21:30:43.668417+00:00,app.py,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/app.py,0705f93969b0a9d834ff682822fb0f7e60186214,aa76831e093ccd109d8841bc5b265915d6cd18da0b04ccb394addb742efa00e1,abdullahkhankakar/quiz-generator,200,,
104,2026-08-30T21:30:43.771875+00:00,requirements.txt,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/requirements.txt,0705f93969b0a9d834ff682822fb0f7e60186214,55f987408b49331022494676bc6429123a3002fe4f50417b33d9792ee6d8555b,abdullahkhankakar/quiz-generator,200,,
458,2026-08-30T21:30:43.763923+00:00,schemas.py,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/schemas.py,0705f93969b0a9d834ff682822fb0f7e60186214,3423e1a1f6e418451bb071669d3962a9d1238cda485e1b1fd79ca3db95178583,abdullahkhankakar/quiz-generator,200,,
1289,2026-08-30T21:30:43.738730+00:00,utils.py,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/utils.py,0705f93969b0a9d834ff682822fb0f7e60186214,7091c05949e40fd2fdb719ef4d847927c3f3b7a1e3e3990c86afdc73fd7cf7ca,abdullahkhankakar/quiz-generator,200,,
1348,2026-08-30T21:30:43.669337+00:00,prompt.py,https://huggingface.co/spaces/abdullahkhankakar/quiz-generator/resolve/0705f93969b0a9d834ff682822fb0f7e60186214/prompt.py,0705f93969b0a9d834ff682822fb0f7e60186214,f48a7d3de3840b88ec07825d35807ff644aaca7a37cbb37c2a084a5c07701296,abdullahkhankakar/quiz-generator,200,,
242,2026-08-30T21:30:44.314711+00:00,README.md,https://huggingface.co/spaces/abhey-patel/quiz-generator-space/resolve/d65b1f43dfc148f3f611dec00fc44d39973bcd1d/README.md,d65b1f43dfc148f3f611dec00fc44d39973bcd1d,af0db671978ec34b14755167999676549ef0580c422d250227df868ce9c8b6d0,abhey-patel/quiz-generator-space,200,,
2041,2026-08-30T21:30:44.816424+00:00,app.py,https://huggingface.co/spaces/abhey-patel/quiz-generator-space/resolve/d65b1f43dfc148f3f611dec00fc44d39973bcd1d/app.py,d65b1f43dfc148f3f611dec00fc44d39973bcd1d,1deb6e8d2f3ff99dce2eb9b0414abf852cb597892204cd5af47538463988d573,abhey-patel/quiz-generator-space,200,,
8,2026-08-30T21:30:44.871752+00:00,requirements.txt,https://huggingface.co/spaces/abhey-patel/quiz-generator-space/resolve/d65b1f43dfc148f3f611dec00fc44d39973bcd1d/requirements.txt,d65b1f43dfc148f3f611dec00fc44d39973bcd1d,ec72420df5dfbdce4111f715c96338df3b7cb75f58e478d2449c9720e560de8c,abhey-patel/quiz-generator-space,200,,
40,2026-08-30T21:30:46.404267+00:00,.env.example,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/.env.example,1864296c0286ee3575a6ddf362e4aaa7568f8007,8545f2dac3d24d1e69d0aa9bb4dd59ba6edb7b6e54298802dd303aac6d6ed18e,Abhinaychatla/language_voice_tutor,200,,
599,2026-08-30T21:30:45.905753+00:00,README.md,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/README.md,1864296c0286ee3575a6ddf362e4aaa7568f8007,43f1bbfb5b90bab5b59185133166dca028e4d4cc74ca935f376e4f91783a4055,Abhinaychatla/language_voice_tutor,200,,
2871,2026-08-30T21:30:46.398351+00:00,app.py,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/app.py,1864296c0286ee3575a6ddf362e4aaa7568f8007,1d165c0c09118afa247eabff5cfa576af54a47afae0678d7d82333e6d6d11665,Abhinaychatla/language_voice_tutor,200,,
568,2026-08-30T21:30:46.490994+00:00,eslint.config.js,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/eslint.config.js,1864296c0286ee3575a6ddf362e4aaa7568f8007,0197d9a843aaae267303c4d1ab1a43afad1afacc7646cdf6cf94a5af6b815fb8,Abhinaychatla/language_voice_tutor,200,,
627,2026-08-30T21:30:46.420923+00:00,index.html,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/index.html,1864296c0286ee3575a6ddf362e4aaa7568f8007,3d8a63d04378f16d8a50236af94c6e910033932ba621846b2f99a8168ccdf093,Abhinaychatla/language_voice_tutor,200,,
660,2026-08-30T21:30:46.420148+00:00,package.json,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/package.json,1864296c0286ee3575a6ddf362e4aaa7568f8007,aae5b80f9e62ca7bcc02c5fe26ec76af98482a696feda5c6bdfbb4885fd12667,Abhinaychatla/language_voice_tutor,200,,
939,2026-08-30T21:30:46.415299+00:00,processor.py,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/processor.py,1864296c0286ee3575a6ddf362e4aaa7568f8007,3b1620ae3a9a233f0e84fc6ff30f4327bd8e18fe4822f653a9a03654a0a4d49c,Abhinaychatla/language_voice_tutor,200,,
125,2026-08-30T21:30:46.454489+00:00,requirements.txt,https://huggingface.co/spaces/Abhinaychatla/language_voice_tutor/resolve/1864296c0286ee3575a6ddf362e4aaa7568f8007/requirements.txt,1864296c0286ee3575a6ddf362e4aaa7568f8007,bfe305d14dcf03eab70fb4040abe88a1e2666ed65584248669e0f84ea09cce9f,Abhinaychatla/language_voice_tutor,200,,
