draw,mutual_information
331,0.3087191522848016
332,0.2970440534763119
333,0.3469807733209751
334,0.3503689553408682
335,0.3592587824010045
336,0.3506222750735013
337,0.3443165276501925
338,0.3625983393034242
339,0.3660416331369585
340,0.31764679647917315
341,0.38685791008223136
342,0.3746828777650344
343,0.3017506622187649
344,0.3637627618148045
345,0.3192497084802204
346,0.3555236351103459
347,0.35400967464441013
348,0.3106218151237221
349,0.34506411565116446
350,0.2952073694195554
351,0.3735236270536446
352,0.37741000011805426
353,0.43762806950612987
354,0.39373519920904476
355,0.4115360890065256
356,0.38222934484816307
357,0.40744610807456905
358,0.4159891281806023
359,0.3281478897654555
360,0.42026290948598
361,0.376916401677831
362,0.43674733719806547
363,0.3266065484701728
364,0.35686825882009554
365,0.35272658345953545
366,0.4151529382701371
367,0.303056068082177
368,0.35317748002689164
369,0.3279245274648419
370,0.3795777183255451
371,0.33993688546530443
372,0.32851274933867325
373,0.38912756825974704
374,0.3329221145490715
375,0.3543002540377307
376,0.3446580650210245
377,0.3385271191325607
378,0.34066526697027744
379,0.3152969475591507
380,0.31373928372459803
381,0.283241630478515
382,0.35561465825149696
383,0.3421722898695627
384,0.3880965749525078
385,0.32994427296134266
386,0.2985219089900597
387,0.36583043294933404
388,0.30507025526526776
389,0.3258413805678866
390,0.35435189429435
391,0.3355044939168308
392,0.3804145592913817
393,0.31817960642125254
394,0.38884550086011105
395,0.4082215788827468
396,0.3066376937585509
397,0.3326774952444693
398,0.3593057814417513
399,0.32629113548015365
400,0.3515133529997496
401,0.316220115102821
402,0.3604901716172373
403,0.34853975755186895
404,0.2897881810141869
405,0.370934680111346
406,0.3451961796961278
407,0.41096810218818014
408,0.3493499758053935
409,0.31396139256241096
410,0.3140485774403232
411,0.31135300177182135
412,0.3459594202852916
413,0.4014410150981371
414,0.3573089158816023
415,0.3149153672480711
416,0.3552255563175071
417,0.3624950808235168
418,0.38961854811193364
419,0.3851288562427908
420,0.3767666144035169
421,0.332521079753886
422,0.30452476986188737
423,0.36402239905413625
424,0.4222898520254792
425,0.3135959843408407
426,0.3524260296994428
427,0.42881203765061615
428,0.35048998292998235
429,0.37065662804146315
430,0.346086806342476
431,0.39277762795668103
432,0.38436270678567164
433,0.38413679004590096
434,0.3592259760417855
435,0.3399699941500134
436,0.3142947664434379
437,0.39935839167107456
438,0.36541134802882036
439,0.3089528229450096
440,0.3668258686404404
441,0.3193712031244802
442,0.3678597116117235
443,0.33960235007312223
444,0.39889921908586423
445,0.3410202126944295
446,0.42200192946878
447,0.34947488883213795
448,0.35416525026448564
449,0.319429563033939
450,0.33469222052087355
451,0.3682021133848572
452,0.3947023247321244
453,0.34442920166299196
454,0.4216313640907341
455,0.36902807253378844
456,0.3099321343015209
457,0.3479359546964109
458,0.37120781467813657
459,0.31319381452814143
460,0.26127349013660917
461,0.3143607930734227
462,0.4080121899891207
463,0.3239612879673204
464,0.35016244642126715
465,0.33564854701615365
466,0.34401252487266687
467,0.3224963636769713
468,0.34489863705467316
469,0.39705577420240035
470,0.34931157651950606
471,0.3235660447183175
472,0.3440813068741875
473,0.37970857059267127
474,0.31907078346458695
475,0.34123876488455096
476,0.3641651610780188
477,0.3946350503968237
478,0.3268584048552592
479,0.35955142633739534
480,0.5088854925734365
481,0.3518393234134445
482,0.3680657247791488
483,0.3464698468618006
484,0.3561033106344049
485,0.33739910214378144
486,0.3155965019291589
487,0.3599340692711155
488,0.35543919903575416
489,0.3108114469423464
490,0.3461633459153721
491,0.3984327386779505
492,0.3671807259027551
493,0.33202772106149947
494,0.3669764609736399
495,0.3500610174827319
496,0.38028797161043837
497,0.35786642795821777
498,0.3164045638283377
499,0.369412667768346
500,0.39430651744492495
501,0.3532159039199936
502,0.3194429279498574
503,0.351361408091452
504,0.3718525485041875
505,0.3240292666927278
506,0.40917848882316976
507,0.3562950341188049
508,0.31352108491281516
509,0.39193420505412213
510,0.3869079905256596
511,0.3853724944831427
512,0.3671102393145813
513,0.41198059444365454
514,0.35930614072760036
515,0.33243938531313466
516,0.35631646252125293
517,0.32528097631503927
518,0.41232612012645964
519,0.4134937260499947
520,0.30144344172026916
521,0.3163194707960786
522,0.32727480822435684
523,0.42557022913401843
524,0.373551948480058
525,0.35521057419965496
526,0.3572681474580386
527,0.32202490003303375
528,0.29382508501256854
529,0.3567965306106471
530,0.40507208505314285
531,0.29255350211722675
532,0.4184436558422644
533,0.37258375923956466
534,0.3603392849608009
535,0.35043372660707917
536,0.40257084951222355
537,0.3548933407164756
538,0.34380339867772225
539,0.37109109859887157
540,0.2892233924593044
541,0.3285978718349347
542,0.3344004278373287
543,0.33566395462733123
544,0.3262370963613406
545,0.3360730636383509
546,0.3592455390521696
547,0.3194182707069162
548,0.3487272709459788
549,0.4408098380528651
550,0.4188001263180636
551,0.35045485438469415
552,0.40018068041538735
553,0.348918858501416
554,0.3697592914909893
555,0.4039222471400805
556,0.41641360801062666
557,0.2985742527279953
558,0.3818746145460734
559,0.2782965114814524
560,0.36040580519451915
561,0.3585538285259844
562,0.3290877622360533
563,0.3628216970181595
564,0.33159335660479927
565,0.3786467286351516
566,0.3149035679115557
567,0.2611995687832738
568,0.33427691308165297
569,0.34931549920091953
570,0.325559912862845
571,0.42948092494069856
572,0.3459533196856208
573,0.3396545664272148
574,0.3799478782504311
575,0.42541064969684195
576,0.3810128512916502
577,0.34248518204316003
578,0.3029833638318342
579,0.34401770183022595
580,0.40564358250559707
581,0.3376354458471047
582,0.35588314328423687
583,0.32880565099813186
584,0.34462187767487595
585,0.3565961853671964
586,0.3199155995080205
587,0.36069965219791555
588,0.2815520745170317
589,0.3668895006402426
590,0.39610088335627225
591,0.38551152042830106
592,0.2920663526781557
593,0.36987510279256863
594,0.38851537252819845
595,0.29605516906404405
596,0.3393005950947896
597,0.40473841863742477
598,0.32787869034952255
599,0.3587268185067063
600,0.34799499831163194
601,0.307547837160449
602,0.36270309192179173
603,0.40359611589512845
604,0.3081329442582872
605,0.3615947616236803
606,0.3474642194614086
607,0.35027910274298346
608,0.30407690645472396
609,0.29890486224093005
610,0.34521524357694044
611,0.42539413976835627
612,0.3583405954658727
613,0.3155881291429692
614,0.30971377166516234
615,0.34929533038230076
616,0.35610767042653935
617,0.36878131439842576
618,0.36845202424838863
619,0.32799294309617855
620,0.3049660426845402
621,0.348323083728749
622,0.42531468160445973
623,0.40900487476042624
624,0.3454601053428745
625,0.30880183179438525
626,0.28937312841859475
627,0.34863265872544247
628,0.33429844826189603
629,0.3405590574791404
630,0.33787308896600177
631,0.38549602159146357
632,0.35056767274333644
633,0.38597974248459854
634,0.33523128514267375
635,0.40829590588223263
636,0.36905291985839384
637,0.28155439876056176
638,0.39494329654842897
639,0.43312721784576347
640,0.31075390180049256
641,0.3725086344639288
642,0.41984352375716316
643,0.42529886327350885
644,0.4661488672423002
645,0.3299677901597393
646,0.31546269028471885
647,0.3478867602138025
648,0.3450483078164366
649,0.3521614101496624
650,0.3293376639713852
651,0.3764770040073122
652,0.45902713100508263
653,0.36695353849966406
654,0.3279057781794359
655,0.4001061981060072
656,0.26549519798708543
657,0.4329575548588789
658,0.3712324623637482
659,0.2890070196771761
660,0.31994837911540097
661,0.3385930337989742
662,0.318777992167802
663,0.31164730505768157
664,0.33807659289731484
665,0.326874816904581
666,0.33923172480940256
667,0.33415684839566495
668,0.3679052818651378
669,0.33401777823621615
670,0.3598867993860497
671,0.3849350250636845
672,0.3236224517599693
673,0.354994910200475
674,0.3055750043031873
675,0.3771128830515389
676,0.3486087443446175
677,0.33425118336552684
678,0.3666382849359424
679,0.2985703098487753
680,0.34437272861165
681,0.33323215205680734
682,0.2712715260949934
683,0.29102249293734417
684,0.3355476910987951
685,0.3826911649174516
686,0.40707759234585694
687,0.38465329143768434
688,0.27446017401150646
689,0.3912077410848833
690,0.338276918411744
691,0.3376268503771671
692,0.3619251263271601
693,0.33187028767144744
694,0.3440543537856007
695,0.36570541659672706
696,0.33953377221507974
697,0.3476685110317246
698,0.34211666011859254
699,0.41037855165071413
700,0.42112470920956735
701,0.3162189500176331
702,0.3540829333061555
703,0.36513268458866044
704,0.315224000216368
705,0.3702195390788052
706,0.32936383488911014
707,0.35448504601294495
708,0.31595840843600254
709,0.37688568153442015
710,0.3788882260962021
711,0.35398427703983604
712,0.3734916334702998
713,0.3159053184407159
714,0.31602462325736935
715,0.3411879758558163
716,0.35804493302638285
717,0.30690565350955357
718,0.3955285070831631
719,0.3435780164913722
720,0.33524507217147503
721,0.3557356739806754
722,0.32347410653135755
723,0.3581267789580518
724,0.3851205733886487
725,0.3380416936599344
726,0.3493144499999721
727,0.3678386915853431
728,0.36349512791149774
729,0.3473656687872664
730,0.33043828449953727
731,0.30638537971943514
732,0.37756443536841555
733,0.377871036413457
734,0.32910530412329386
735,0.41162692674350065
736,0.4280280706368851
737,0.30134369286394946
738,0.30712678743689237
739,0.27918479783486116
740,0.3612952031242038
741,0.37933723969175226
742,0.3331235410418265
743,0.3315867544461253
744,0.3513646802863257
745,0.37555915994638234
746,0.37476682243283266
747,0.3515798862292465
748,0.3695390646732095
749,0.3429709578642588
750,0.36331256784981836
751,0.3841708647450095
752,0.34461603871463486
753,0.40932993474628576
754,0.40451401054560465
755,0.35376830319056474
756,0.330098776427592
757,0.43372477931943676
758,0.3173358385244529
759,0.34331835462639404
760,0.31088465271426013
761,0.40416687950143837
762,0.3415894324439632
763,0.37263183341875417
764,0.327776015626148
765,0.3493421562909176
766,0.34394662006236976
767,0.3312581425733372
768,0.3639959951045819
769,0.3508138421612905
770,0.3562708682039619
771,0.34001265967573824
772,0.3309569280854916
773,0.33049489361592066
774,0.37858784876622886
775,0.3708635044663833
776,0.443334159228125
777,0.3427156549012751
778,0.3178144684988413
779,0.3779621417031578
780,0.31264229856670056
781,0.40717560931080055
782,0.3803303747373654
783,0.3213873493447661
784,0.36265633498518834
785,0.36706576856947937
786,0.39081173696949234
787,0.3234500553056243
788,0.2972644200358463
789,0.3355523250015229
790,0.3522885222455372
791,0.38718538470052133
792,0.3733153236985527
793,0.3892594467980195
794,0.3247226676890085
795,0.3937849441543615
796,0.30457081736278857
797,0.37941709600249407
798,0.3235812792017403
799,0.3231340227659478
800,0.3788586157124474
801,0.33766006311828
802,0.3891038462664884
803,0.3579064183584584
804,0.34833831283830285
805,0.33402655295711847
806,0.3371331830304203
807,0.3181467338169077
808,0.30889217402523084
809,0.38346631131702047
810,0.3814753885252058
811,0.33009044314800384
812,0.29602329211102507
813,0.38817290350676137
814,0.3571923465137248
815,0.3130814873731711
816,0.25866965745821524
817,0.37783761940535854
818,0.2765154738070832
819,0.41790873845041787
820,0.35784818392804496
821,0.322960282570691
822,0.41956777939233536
823,0.39226784624041144
824,0.31211943535477715
825,0.26320530359380045
826,0.3358597982010294
827,0.35619722020404776
828,0.32699739661072336
829,0.30417421903184483
830,0.37479437532737636
831,0.3182396038613575
832,0.30764848047901205
833,0.39983996357720697
834,0.38623447564055446
835,0.3697893929425442
836,0.35328452643657826
837,0.42313751421058177
838,0.3440475093517934
839,0.43834890621194056
840,0.34086678417105665
841,0.3123899388981046
842,0.3664368216489029
843,0.3421438058583539
844,0.3507071971502693
845,0.2895744515308527
846,0.4010931549567416
847,0.36577663676431094
848,0.2958535535329454
849,0.3508552857838785
850,0.3492121057654045
851,0.3037456852407914
852,0.2886219469046791
853,0.33979307060350195
854,0.32107744023145646
855,0.34053844837280245
856,0.3927171101368119
857,0.31756099864198717
858,0.37601026477773436
859,0.4479612902264587
860,0.33266834021986025
861,0.3669581590558111
862,0.37895467945575145
863,0.37297883122654296
864,0.35828808119587086
865,0.33948439543399633
866,0.3336786688233411
867,0.35444767262872245
868,0.3445591985805554
869,0.3708962132509219
870,0.332792700369557
871,0.35369973410016575
872,0.3232321412920185
873,0.4286664559342941
874,0.28689522621292607
875,0.3434130838672589
876,0.3853655654263717
877,0.34907815429046396
878,0.34951794564135774
879,0.4206918048047581
880,0.34782802729045725
881,0.3656511297818703
882,0.3624400892565536
883,0.3921076176713214
884,0.2881296090016843
885,0.35642405086296547
886,0.3047259745874378
887,0.33150953619524426
888,0.3533548176865051
889,0.34663923732341484
890,0.3275111813017557
891,0.32509271344893786
892,0.3584657431712799
893,0.32585311452917676
894,0.37073075297918967
895,0.36938318582168606
896,0.3168787964393083
897,0.32280109782424704
898,0.3879909777911834
899,0.2511811094787091
900,0.315286342515924
901,0.30370829892664597
902,0.3093030254626541
903,0.35788806110243154
904,0.323981300198505
905,0.33431268324236996
906,0.3507210707561752
907,0.37318405794427756
908,0.36930886835420784
909,0.3628039260191125
910,0.36727244617536314
911,0.35606009301378627
912,0.3089755224510524
913,0.3435392176277925
914,0.33801520180485545
915,0.33568723600452266
916,0.36383779453525467
917,0.46191195373691585
918,0.35339111940692414
919,0.3371971417312096
920,0.4179755750063694
921,0.3287884446612557
922,0.34159391026855035
923,0.31036424047223
924,0.4029291629918901
925,0.34639272111609865
926,0.36065981498776667
927,0.3391568610177247
928,0.37904530063726316
929,0.3108965762505438
930,0.42412104011428475
931,0.36180727832974746
932,0.40789109294804105
933,0.360015447106635
934,0.4369546307704044
935,0.30733673039419607
936,0.35012936636528025
937,0.31827877655287606
938,0.34485546072652706
939,0.3348707041156431
940,0.38821852952951286
941,0.3422124689665895
942,0.3447006152170764
943,0.42597165139156523
944,0.380915422763465
945,0.42867665027938084
946,0.40233921584940235
947,0.3958449024847335
948,0.4117494123939469
949,0.3484594202571687
950,0.355799707100803
951,0.2798324970958568
952,0.34896588008503304
953,0.3331566558410115
954,0.3342211558955652
955,0.3141177003572424
956,0.35702423534986094
957,0.3081989127015259
958,0.3064749106745164
959,0.38196887762326437
960,0.4211612918115213
961,0.35675544638047674
962,0.30417774408179454
963,0.3399995149161752
964,0.37776742493502535
965,0.28721557852292445
966,0.35051431793036514
967,0.3516931545483626
968,0.37069597199820503
969,0.38581928563196755
970,0.32491980129336673
971,0.3820815344973987
972,0.3754833235028796
973,0.3140326059131153
974,0.32945419321127556
975,0.32724198085039813
976,0.3272016441129737
977,0.3367102681624594
978,0.3489085494929438
979,0.32931994535881115
980,0.3103430668170173
981,0.3468549323708823
982,0.36238949225089234
983,0.35683195022759984
984,0.40572336865694103
985,0.3422405399742523
986,0.3749687336678189
987,0.35898560720573514
988,0.2981698742418084
989,0.41601865639728386
990,0.3187796031411727
991,0.3823083645874914
992,0.394736665304372
993,0.3023310527636718
994,0.3391280789648268
995,0.35955441551554745
996,0.30152231880476066
997,0.3932666059744645
998,0.3769169341798988
999,0.42829858288939393
1000,0.34566865740433084
1001,0.32866158796864875
1002,0.3448925033463164
1003,0.3103426276121586
1004,0.37978296147597845
1005,0.3683587507571655
1006,0.36112301837147864
1007,0.3133551758301998
1008,0.3484596982391328
1009,0.3589356715744625
1010,0.3732900884722028
1011,0.3547418310801649
1012,0.35044381733018426
1013,0.34332556088707555
1014,0.37162850138483794
1015,0.3762897149162425
1016,0.36883440802342626
1017,0.33214034655735114
1018,0.3856133703322775
1019,0.29596569258194183
1020,0.38999740554625584
1021,0.33051483719837016
1022,0.3121988381179337
1023,0.33587551284994976
1024,0.315386692234938
1025,0.34749497206323054
1026,0.34586404973741036
1027,0.34750682054307447
1028,0.37946467191841293
1029,0.2670360538142562
1030,0.40656498527461116
1031,0.4173145464132211
1032,0.3001116499168468
1033,0.3211236095002463
1034,0.32757422838994454
1035,0.35056227010042385
1036,0.362913157201151
1037,0.3434475652436566
1038,0.3370326024132164
1039,0.32282724563794973
1040,0.3247697653147297
1041,0.29948010943442327
1042,0.34151752162387705
1043,0.3427524352534075
1044,0.34686921136380633
1045,0.38378682061491753
1046,0.40508330078439636
1047,0.3161984737151555
1048,0.34706754188197664
1049,0.399380094966884
1050,0.31707493446464374
1051,0.38092095915058355
1052,0.3785369413504682
1053,0.35143119027728265
1054,0.34779065142618126
1055,0.3632795878274271
1056,0.39147404903017113
1057,0.338840415068149
1058,0.36726849165272535
1059,0.36881867803256263
1060,0.3882409851187494
1061,0.33654179278276786
1062,0.3912080216532443
1063,0.37724490459948123
1064,0.3446854567120905
1065,0.3517411402477979
1066,0.36045099032201167
1067,0.4419343760341192
1068,0.2966901224060874
1069,0.31365746050652543
1070,0.3890451598290574
1071,0.3651770722273273
1072,0.35464184702473256
1073,0.37332805633321264
1074,0.34524041613380474
1075,0.3823662226844071
1076,0.3748238500247574
1077,0.4143976099806479
1078,0.3602508314455539
1079,0.33564540331360826
1080,0.285993414701061
1081,0.2862262290532023
1082,0.2867419736968775
1083,0.37188573411409465
1084,0.40348599364864457
1085,0.35173001726482056
1086,0.3230494073770531
1087,0.32854125258445066
1088,0.29865380064419655
1089,0.35440345133404394
1090,0.37939980138634244
1091,0.3276644188090314
1092,0.35956806071213165
1093,0.4076643198879015
1094,0.38171980064260636
1095,0.28003929022585927
1096,0.3869042724255287
1097,0.3562979897112464
1098,0.2578198808722596
1099,0.3982254774741447
1100,0.3606094598140488
1101,0.33625932793278457
1102,0.4331670328885009
1103,0.40867843752235933
1104,0.3697876845614756
1105,0.38550637623835016
1106,0.32933733231369056
1107,0.396999289895148
1108,0.40240222159035044
1109,0.3974790215644415
1110,0.3270509189481676
1111,0.3551108542876693
1112,0.3736607211875902
1113,0.35295917750894334
1114,0.32204382433522216
1115,0.35179379403122324
1116,0.31725409034586427
1117,0.35567413825350513
1118,0.3251280351793615
1119,0.34998763006260836
1120,0.4058738319575603
1121,0.4018561511864447
1122,0.3318975424473187
1123,0.458707540998855
1124,0.3476657389161515
1125,0.4152916423576132
1126,0.4119751052252325
1127,0.2940776673422243
1128,0.37593619013968027
1129,0.3313833576239613
1130,0.3455475783006494
1131,0.3333624958380792
1132,0.329928732495381
1133,0.4148576580419423
1134,0.365163249102181
1135,0.29953767417315724
1136,0.3183842238705754
1137,0.37184714194249
1138,0.3029453254474874
1139,0.3415803043082817
1140,0.38819640521305665
1141,0.38112872476887594
1142,0.2710413350685492
1143,0.30277188080689577
1144,0.4316692974934977
1145,0.41303593021803486
1146,0.3028266655487104
1147,0.31266941419086525
1148,0.37181523856967047
1149,0.30024848496270273
1150,0.36480860859912756
1151,0.36083151600148256
1152,0.3085894821201136
1153,0.4595682949409059
1154,0.3975710696452772
1155,0.31747909042575184
1156,0.30767108044433567
1157,0.33539587418203176
1158,0.40634832879527094
1159,0.32496279016867824
1160,0.3209693008347738
1161,0.34743462019179683
1162,0.3745699885066154
1163,0.3677938130338414
1164,0.313975042606065
1165,0.3690263442698467
1166,0.38365305190282273
1167,0.407166250100663
1168,0.3583565150929937
1169,0.30648698531823815
1170,0.32184642002430364
1171,0.35693034935407786
1172,0.381177888409288
1173,0.3860900696627674
1174,0.3284018110354108
1175,0.3494973753912909
1176,0.29602920855719894
1177,0.3507935340165602
1178,0.3470254076777515
1179,0.34447684862126016
1180,0.3438985546467004
1181,0.256621997068895
1182,0.42432037251117816
1183,0.34842104539451
1184,0.3166891722636982
1185,0.3240565590621509
1186,0.3101150593800588
1187,0.3390508114782542
1188,0.3440768124706901
1189,0.3852648453606067
1190,0.36133125120535015
1191,0.3208585949329863
1192,0.34596591972448865
1193,0.36190028975894517
1194,0.42524584373406515
1195,0.3554322816659039
1196,0.3410479611465824
1197,0.37715807961630166
1198,0.34796469658877527
1199,0.3063145890190073
1200,0.3702859690103004
1201,0.30248929634217125
1202,0.3960830263822612
1203,0.28496376403432633
1204,0.31277798184013017
1205,0.31875330351161546
1206,0.25039169260481353
1207,0.3738561921789123
1208,0.33200157866185487
1209,0.3776796177028432
1210,0.40741747320138977
1211,0.3472974521663543
1212,0.36560859368508103
1213,0.3162120506754915
1214,0.4539597592192983
1215,0.45526118949679795
1216,0.36481854171968253
1217,0.4095981073049817
1218,0.3926206283608198
1219,0.3655909081499873
1220,0.33803181423353656
1221,0.4125444743712512
1222,0.3790550063450602
1223,0.3751533653263013
1224,0.43830354013303463
1225,0.33453526817886114
1226,0.29697758484009595
1227,0.33984434450082057
1228,0.3420864703913131
1229,0.4391646838702403
1230,0.39072435763707425
1231,0.36128300210255304
1232,0.30496804518813336
1233,0.36479896941873236
1234,0.3600904010641659
1235,0.36655531269281516
1236,0.4087180393923213
1237,0.3475770579958932
1238,0.36524039855048596
1239,0.3147640105601135
1240,0.3134652359085619
1241,0.27599127352776787
1242,0.3616861633395434
1243,0.36684704149222114
1244,0.3525762930200207
1245,0.3328672866456781
1246,0.37003963647893245
1247,0.34068770902272494
1248,0.34568481923233385
1249,0.3865941672421318
1250,0.33715958573367555
1251,0.3955951526345358
1252,0.38671416596747843
1253,0.2971943739823404
1254,0.30984944704797046
