draw,initial_service_hhi,current_service_hhi,hhi_change_current_minus_initial
103,0.32795131029626284,0.32461269553845384,-0.0033386147578089997
104,0.3198468386902068,0.32366644031990344,0.003819601629696634
105,0.3333113273980182,0.3616354811126201,0.028324153714601896
106,0.3203341129721845,0.31883959559378294,-0.0014945173784015608
107,0.2921885217041396,0.29190558825008805,-0.00028293345405155934
108,0.290663824757306,0.3026664906191841,0.012002665861878092
109,0.30836288416075647,0.32259695186358844,0.014234067702831976
110,0.2736092248880841,0.27319425582214174,-0.00041496906594234995
111,0.3074040541220261,0.30061365122478745,-0.006790402897238645
112,0.2863129369750012,0.2785976560535184,-0.0077152809214828255
113,0.30884387103264427,0.2972385694884563,-0.011605301544187985
114,0.3146471505457472,0.3067124390121221,-0.007934711533625127
115,0.2952567778280771,0.29789749006589206,0.0026407122378149794
116,0.30681618127860766,0.31483577284844827,0.008019591569840612
117,0.2872591921935516,0.2859853629093104,-0.0012738292842411902
118,0.3260399376288919,0.323074166289422,-0.0029657713394699026
119,0.2945777375383533,0.2876226044967557,-0.0069551330415976165
120,0.31986255721543183,0.32252401790654395,0.0026614606911121164
121,0.29878715859363214,0.30000754489210807,0.0012203862984759284
122,0.3121133242794628,0.32402545143604444,0.011912127156581631
123,0.3164642120617675,0.3103937176198381,-0.006070494441929419
124,0.3079542025049042,0.3086942306725014,0.0007400281675972176
125,0.28680649866706914,0.29875257783813686,0.011946079171067714
126,0.29593581811780095,0.2914025954428851,-0.004533222674915849
127,0.3020157436748654,0.29782958603691967,-0.00418615763794572
128,0.3095417735526382,0.3193086363864996,0.009766862833861412
129,0.29648282279563404,0.29437654041547207,-0.0021062823801619723
130,0.30515316130979325,0.3113902721191087,0.006237110809315438
131,0.3166999899401438,0.3126075147125396,-0.004092475227604198
132,0.30526004728132394,0.3165258286806498,0.01126578139932588
133,0.27592927921130733,0.2818803128615261,0.005951033650218762
134,0.3228082088426136,0.3194733665308586,-0.0033348423117549597
135,0.29699210301292694,0.2891957145012827,-0.00779638851164427
136,0.3147005935315124,0.3026790654393642,-0.012021528092148237
137,0.2860331472259947,0.28387782304713044,-0.0021553241788642707
138,0.2886172727729993,0.3010852069815403,0.012467934208540976
139,0.2974950958201298,0.3030682561239374,0.005573160303807612
140,0.3002867059001056,0.3179103163824758,0.01762361048237021
141,0.28801996881444597,0.2964463558171118,0.008426387002665847
142,0.2969512348473417,0.30734306624415275,0.010391831396811047
143,0.29879030229867715,0.3122202102509934,0.013429907952316245
144,0.30013266435289976,0.3067438760625722,0.006611211709672438
145,0.29727818017202357,0.30875333232734775,0.011475152155324186
146,0.2895100850057844,0.29569060912428957,0.006180524118505171
147,0.3120944620491927,0.301396433780997,-0.010698028268195714
148,0.29258462853981193,0.3052977717418642,0.012713143202052246
149,0.32771238871284136,0.30658543332830346,-0.021126955384537904
150,0.31640133796086717,0.32100686585181826,0.004605527890951089
151,0.3267944268396962,0.3323191740858105,0.005524747246114348
152,0.28301204667773255,0.2751559277702329,-0.007856118907499654
153,0.31350912931945074,0.3240191640259543,0.01051003470650358
154,0.30882500880237407,0.3174645390070922,0.008639530204718138
155,0.30623459584527946,0.31812786077159094,0.011893264926311486
156,0.29936245661687044,0.31296966953372574,0.013607212916855294
157,0.29050349580001,0.30506513756853276,0.01456164176852276
158,0.2926789396911625,0.29014637090689605,-0.0025325687842664424
159,0.30382023037070566,0.31760537699310903,0.013785146622403377
160,0.27228886876917663,0.27633984709018666,0.004050978321010035
161,0.29420049293295103,0.2799343594386601,-0.014266133494290956
162,0.27936534882551173,0.2775231376691314,-0.0018422111563803356
163,0.3163824757305971,0.316906845732106,0.0005243700015089003
164,0.3020503244303607,0.3014901161913386,-0.0005602082390220864
165,0.289453498314974,0.2985174287007696,0.00906393038579556
166,0.32085282430461254,0.3187232785071173,-0.002129545797495247
167,0.3216136009255067,0.3355213520446657,0.013907751119158984
168,0.31471002464664755,0.32358784769377796,0.008877823047130418
169,0.30531663397213415,0.3239738946733062,0.018657260701172018
170,0.32851717720436596,0.3428116040440622,0.014294426839696228
171,0.31586062069312404,0.31991600020119704,0.004055379508072998
172,0.29563402243347925,0.2937000150897842,-0.0019340073436950322
173,0.3036096021326895,0.29451674966047986,-0.009092852472209645
174,0.3036441828881847,0.31266661636738596,0.009022433479201286
175,0.28764901161913387,0.2708930637291887,-0.016755947889945166
176,0.28784706503697,0.2964010864644636,0.008554021427493619
177,0.29739135355364427,0.306860193149238,0.009468839595593748
178,0.30771213721643775,0.3094191690558825,0.0017070318394447614
179,0.2883909260097581,0.2849265630501484,-0.003464362959609668
180,0.30440495950907903,0.3294175343292591,0.025012574820180045
181,0.30187113324279463,0.3158216387505659,0.013950505507771271
182,0.29069840551280113,0.3023992756903576,0.0117008701775565
183,0.2953007896987073,0.3116644031990342,0.01636361350032689
184,0.29950706704894114,0.30810824405211,0.00860117700316887
185,0.322896232583874,0.3133550877722448,-0.00954114481162921
186,0.3202743825763291,0.30400759519138876,-0.016266787384940362
187,0.32426374427845683,0.31540478346159645,-0.008858960816860384
188,0.3165459483929379,0.3349718324027966,0.018425884009858673
189,0.30815225592274037,0.3232873094914743,0.015135053568733903
190,0.2843481213218651,0.3131079925557064,0.028759871233841328
191,0.298413057693275,0.2880117951813289,-0.010401262511946063
192,0.28444557617826066,0.2809654946934259,-0.0034800814848347517
193,0.2947726472511443,0.29963658769679596,0.004863940445651638
194,0.2929115738644938,0.2996202404305619,0.006708666566068111
195,0.3181115135053568,0.32048186710930027,0.0023703536039434425
196,0.3085106382978724,0.3178034304109451,0.009292792113072712
197,0.2947537850208742,0.298055932800161,0.003302147779286835
198,0.30131784115487154,0.29630866153614005,-0.005009179618731485
199,0.31356571601026106,0.3076392032593934,-0.005926512750867641
200,0.28944092349479406,0.2958352195563604,0.006394296061566329
201,0.2952316281877169,0.28978735979075504,-0.005444268396961882
202,0.291710678537297,0.2930731603038077,0.0013624817665107147
203,0.2803556159146924,0.2944758814948947,0.014120265580202296
204,0.28769302348976405,0.2914654695437855,0.003772446054021439
205,0.3160649615210503,0.30101981791660376,-0.015045143604446531
206,0.27355263819727377,0.2798708565967507,0.006318218399476938
207,0.3184636084703989,0.3231527589155475,0.0046891504451486155
208,0.2935969015643077,0.293307680700166,-0.0002892208641416816
209,0.3102239575474071,0.3129155978069513,0.002691640259544159
210,0.30515944871988326,0.3128401488858709,0.007680700165987653
211,0.3161341230320406,0.31650696645037973,0.0003728434183391527
212,0.2893906242140737,0.2920621447613299,0.002671520547256223
213,0.2836219254564659,0.28860092550676525,0.0049790000502993315
214,0.30045017856244655,0.30423016950857606,0.003779990946129519
215,0.2852346461445601,0.2890316130979327,0.0037969669533725603
216,0.2946657612796137,0.30758261656858304,0.012916855288969353
217,0.28389857150042763,0.29529072984256327,0.011392158342135639
218,0.32058246567074095,0.3182775011317338,-0.002304964539007137
219,0.30076454906694833,0.30402771490367686,0.003263165836728532
220,0.30045017856244655,0.2915855590765052,-0.00886461948594136
221,0.3343456063578292,0.3421181027111313,0.007772496353302127
222,0.2724963533021478,0.2847681203158795,0.012271767013731727
223,0.2993876062572305,0.2970361148835571,-0.002351491373673409
224,0.3332956088727932,0.3400746944318696,0.006779085559076414
225,0.3321041446607313,0.32028695739650914,-0.011817187264222151
226,0.28883418842110564,0.2873861978773704,-0.0014479905437352336
227,0.3051185805542981,0.30451184548060967,-0.0006067350736884136
228,0.29733791056787884,0.29988431165434337,0.0025464010864645337
229,0.30504313163321767,0.32165887027815493,0.01661573864493726
230,0.32035611890749965,0.34178486997635926,0.02142875106885961
231,0.3008525728082089,0.29387983501835924,-0.006972737789849637
232,0.3071525577184246,0.31120164981640763,0.0040490920979830425
233,0.307045671746894,0.31133368542829837,0.004288013681404357
234,0.29024885569136366,0.30429178612745844,0.01404293043609478
235,0.2668502590412957,0.2680153161309793,0.0011650570896835633
236,0.32028381369146414,0.33674110960213266,0.016457295910668523
237,0.3434309139379307,0.33479075499220357,-0.008640158945727117
238,0.29758940697148034,0.30416100799758566,0.006571601026105323
239,0.2842097982998843,0.2913365776369398,0.007126779337055522
240,0.3066747145515819,0.32328353704542023,0.016608822493838327
241,0.31823726170715766,0.33156028368794327,0.01332302198078561
242,0.2986048237010211,0.2959263870026659,-0.0026784366983552133
243,0.3270207736029375,0.31893893667320555,-0.008081836929731967
244,0.2975139580503999,0.29774784970574925,0.00023389165534937195
245,0.28483225189879785,0.2823172878627836,-0.0025149640360142556
246,0.307391479301846,0.31008563452542626,0.0026941552235802413
247,0.296124440420502,0.29113475177304965,-0.004989688647452362
248,0.31543936421709173,0.3324405211005482,0.017001156883456492
249,0.30372591921935516,0.3142133192495348,0.010487400030179617
250,0.27515907147527785,0.27718990493435947,0.0020308334590816157
251,0.3245341029123283,0.3321349529701725,0.007600850057844166
252,0.2880954177355264,0.2981552738795835,0.010059856144057133
253,0.29736306020823905,0.3086803983703033,0.011317338162064261
254,0.2935906141542176,0.28843053669332525,-0.005160077460892365
255,0.30041245410190637,0.2908247824556109,-0.009587671646295481
256,0.2906512499371259,0.2948386650570897,0.004187415119963844
257,0.2764196971983301,0.28779236456918666,0.01137266737085657
258,0.29303103465620445,0.3156493637140988,0.02261832905789435
259,0.30629746994617973,0.3162190030682561,0.009921533122076387
260,0.2766429002565263,0.2821538152004427,0.005510914943916367
261,0.29785347819526176,0.3001546702882149,0.0023011920929531526
262,0.3097618329057895,0.3092688999547306,-0.0004929329510588998
263,0.2896578391429002,0.2962527035863387,0.006594864443438486
264,0.29994718575524365,0.3092148282279563,0.009267642472712667
265,0.302635053568734,0.30650181077410593,0.00386675720537194
266,0.3225755746692822,0.3129464061163925,-0.0096291685528897
267,0.28281399325989637,0.28824883054172323,0.005434837281826865
268,0.30671243901212214,0.3107678185201952,0.004055379508073054
269,0.2792678939691162,0.2786831648307429,-0.0005847291383733189
270,0.29827473467129423,0.31228874302097476,0.014014008349680529
271,0.2789409486444344,0.3025602333886625,0.023619284744228086
272,0.31184296564559133,0.3049029223882099,-0.006940043257381456
273,0.3214501282631658,0.32110997937729485,-0.00034014888587097225
274,0.27648885870932044,0.29074556108847655,0.014256702379156105
275,0.3029274181379206,0.30912303204064184,0.00619561390272122
276,0.31156631960162967,0.2996365876967959,-0.011929731904833762
277,0.3283851415924753,0.3379929329510587,0.009607791358583417
278,0.28647955334238717,0.2944268396961924,0.007947286353805205
279,0.2919747497610784,0.30294628036819077,0.010971530607112367
280,0.3070833962074342,0.32866807504652684,0.021584678839092653
281,0.3064295055580705,0.3102182988783261,0.003788793320255557
282,0.33838841104572204,0.3389404456516272,0.0005520346059051384
283,0.2976051254967054,0.29413824757305973,-0.003466877923645695
284,0.2919684623509884,0.2873685931291183,-0.004599869221870112
285,0.27491071877672146,0.28369423067250144,0.008783511895779972
286,0.2939175594788994,0.29282983753332326,-0.0010877219455761589
287,0.3158606206931241,0.3247730244957497,0.00891240380262559
288,0.3255620944620492,0.34381444595342286,0.018252351491373664
289,0.28500829938131883,0.2943866002716162,0.009378300890297342
290,0.2976522810723807,0.3282619083547105,0.0306096272823298
291,0.2932888184698958,0.2929744479653941,-0.0003143705045016709
292,0.29254061666918163,0.29773401740355115,0.005193400734369524
293,0.27664604396157133,0.28656883456566573,0.0099227906040944
294,0.30546124440420497,0.32476359338061467,0.0193023489764097
295,0.3341632714652181,0.3262983501835924,-0.007864921281625747
296,0.306517529299331,0.31136197877370353,0.004844449474372514
297,0.29913296614858403,0.3095468034807102,0.010413837332126141
298,0.320252376641014,0.3493536542427443,0.029101277601730258
299,0.3197022282581359,0.32144761329912974,0.0017453850409938632
300,0.29568117800915444,0.2962156078668075,0.0005344298576530626
301,0.29447085156682257,0.2991298224435391,0.004658970876716517
302,0.30697651023590367,0.32232030581962673,0.015343795583723063
303,0.29356232080881245,0.2805643579296816,-0.012997962879130853
304,0.3094663246315578,0.32321689049846586,0.013750565866908038
305,0.2876552990292239,0.30314244756299985,0.015487148533775974
306,0.3174827724963533,0.31250691615109905,-0.00497585634525427
307,0.27702014486192844,0.2862041647804437,0.009184019918515252
308,0.3111073386650571,0.32064533977164117,0.009538001106584093
309,0.3145654142145768,0.3182014234696443,0.0036360092550675183
310,0.2922702580353101,0.2967921633720638,0.004521905336753729
311,0.3289384336803984,0.3322959106684774,0.0033574769880790334
312,0.3071116895528394,0.31184925305568123,0.004737563502841824
313,0.2674161259493989,0.26345254262864043,-0.003963583320758468
314,0.29513731703636636,0.29757054474121025,0.0024332277048438877
315,0.31636361350032693,0.320236658115789,0.0038730446154620624
316,0.3341852774005331,0.33438018711332435,0.0001949097127912358
317,0.31659624767365835,0.3191237865298526,0.002527538856194278
318,0.3127169156481062,0.3119869473366531,-0.0007299683114531108
319,0.30655211005482624,0.31804989688647456,0.011497786831648316
320,0.2939961521050249,0.2941212715658166,0.00012511946079168945
321,0.2887933202555203,0.292424299582516,0.003630979326995687
322,0.3113714098888386,0.3120517076605805,0.000680297771741889
323,0.2870076957899502,0.2958691715708466,0.008861475780896355
324,0.3035404406216991,0.3110570393843368,0.007516598762637716
325,0.2917955585735124,0.30011820330969263,0.008322644736180218
326,0.3240656908606207,0.32570041748402995,0.001634726623409244
327,0.2862814999245511,0.2885292490317389,0.0022477491071877798
328,0.314445953422866,0.3185956440822896,0.004149690659423555
329,0.31418502590412956,0.3173180423519944,0.003133016447864845
330,0.3018208339620743,0.3052927418137921,0.0034719078517178037
331,0.3093562949549822,0.3236632966148584,0.014307001659876195
332,0.2903777475982093,0.2956616870378754,0.005283939439666097
333,0.3206013279010111,0.31528972385694876,-0.005311604044062335
334,0.2740021880187113,0.27246114380564357,-0.0015410442130677215
335,0.2800915446909109,0.28687440269604153,0.006782858005130621
336,0.28115726070117203,0.28082088426135504,-0.0003363764398169877
337,0.2777023288566973,0.28788227453347415,0.010179945676776825
338,0.29434510336502184,0.29441049242995826,6.538906493641639e-05
339,0.2890322418389417,0.2847077611790152,-0.004324480659926522
340,0.33766221518032297,0.32677870831447114,-0.010883506865851822
341,0.3168540314873498,0.33152255922740304,0.014668527740053228
342,0.31999773653236757,0.3413497811981289,0.02135204466576135
343,0.2999597605754238,0.3030795734620995,0.0031198128866757324
344,0.2838954277953825,0.2895044263367034,0.005608998541320909
345,0.2895352346461446,0.2943796841205171,0.004844449474372514
346,0.3037825059101655,0.32025866405110404,0.016476158140938557
347,0.33573198028268203,0.33423243297620847,-0.0014995473064735587
348,0.30543609476384487,0.2942570796237614,-0.01117901514008346
349,0.32869951209697695,0.3469833006388009,0.018283788541823942
350,0.30633205070167496,0.2974020421507973,-0.008930008550877666
351,0.2924966047985514,0.28813628590111157,-0.004360318897439819
352,0.3022358030280167,0.31369775162215174,0.011461948594135019
353,0.28517177204365973,0.28588665057089685,0.0007148785272371172
354,0.28989990443136665,0.27852597957849207,-0.011373924852874584
355,0.30298400482873095,0.30763165836728534,0.004647653538554397
356,0.2889725114430864,0.297883657763694,0.008911146320607632
357,0.33060774105930285,0.3366342236306021,0.00602648257129923
358,0.2831535134047583,0.28547356772798155,0.002320054323223242
359,0.2794973844374025,0.28496931743876064,0.00547193300135812
360,0.2864921281625673,0.28700769578995017,0.0005155676273828624
361,0.2927229515617927,0.3075323172878628,0.014809365726070112
362,0.3015253256878427,0.286441828881847,-0.015083496805995689
363,0.31963935415723554,0.31917282832855487,-0.00046652582868067505
364,0.3034304109451235,0.2986708415069665,-0.00475956943815703
365,0.30740405412202604,0.3134915245711986,0.006087470449172572
366,0.3136851768019718,0.32435491172476233,0.010669734922790552
367,0.3106797947789346,0.3164579246516775,0.005778129872742899
368,0.2775734369498516,0.28822933957044417,0.010655902620592572
369,0.3117297922639707,0.3117624867964388,3.2694532468124926e-05
370,0.287661586439314,0.2942841154871486,0.006622529047834613
371,0.3172218449776168,0.323773326291434,0.00655148131381722
372,0.30593908757104776,0.3130061365122479,0.007067048941200138
373,0.31980597052462156,0.3276972989286253,0.00789132840400375
374,0.31913636135003265,0.3245661687037875,0.0054298073537548674
375,0.2926223530003521,0.30718902469694676,0.014566671696594646
376,0.2943262411347518,0.29091217745586245,-0.0034140636788893564
377,0.32041270559831,0.32785385543986717,0.007441149841557193
378,0.3046375936824104,0.30969015643076303,0.00505256274835264
379,0.31274835269855644,0.31878426638499063,0.006035913686434191
380,0.2894723605452442,0.3005099089583019,0.011037548413057652
381,0.30976812031587947,0.30453951008500574,-0.0052286102308737314
382,0.2796702882148785,0.274640988883859,-0.005029299331019477
383,0.30305316633972135,0.3098410542729239,0.006787887933202563
384,0.2882400281675972,0.2876961671948091,-0.0005438609727880794
385,0.32969292289120267,0.33584578240531154,0.006152859514108877
386,0.30327322569287263,0.3046438810925004,0.0013706553996277737
387,0.27132060761531107,0.2837181228308435,0.01239751521553245
388,0.30568759116744626,0.32868945224083296,0.023001861073386698
389,0.3140309843569237,0.3235501232332378,0.00951913887631406
390,0.3013461345002766,0.31550098083597405,0.014154846335697469
391,0.31770283184950454,0.31872139228409035,0.0010185604345858135
392,0.3135940093556662,0.3039774156229566,-0.009616593732709622
393,0.3103465620441628,0.31369775162215174,0.0033511895779889667
394,0.3382406569086063,0.32802613047633433,-0.010214526432271942
395,0.3030751722750365,0.31820582465670744,0.01513065238167094
396,0.30830629746994614,0.31629948191740853,0.007993184447462387
397,0.3003935918716362,0.32524017906543934,0.024846587193803116
398,0.28746982043156777,0.29097882400281677,0.003509003571249003
399,0.2780135556561541,0.28597404557114847,0.007960489914994373
400,0.291559780695136,0.2890259544288517,-0.002533826266284289
401,0.30712740807806443,0.31005105376993114,0.0029236456918667053
402,0.28813628590111157,0.2978754841305769,0.00973919822946534
403,0.3045621447613299,0.32079623761380216,0.016234092852472237
404,0.3028614003319753,0.30097077611790146,-0.0018906242140738216
405,0.330636034404708,0.32618391931995366,-0.004452115084754349
406,0.30513115537447816,0.3155185855842262,0.010387430209748028
407,0.28657386449373773,0.2980873698506111,0.011513505356873344
408,0.2958666566068105,0.31023653236758714,0.01436987576077664
409,0.2981741361098536,0.30091670439112717,0.0027425682812735608
410,0.30947889945173784,0.3328932146270308,0.023414315175292966
411,0.2907864292540617,0.28174890599064434,-0.009037523263417335
412,0.27561490870680555,0.2727616820079473,-0.0028532266988582355
413,0.2906103817715407,0.306156003219154,0.01554562144761329
414,0.30977440772596954,0.31803292087923146,0.008258513153261926
415,0.3296740606609326,0.3385896081686031,0.00891554750767054
416,0.30484507821538154,0.31088727931190585,0.006042201096524313
417,0.33348423117549425,0.35038856194356427,0.01690433076807002
418,0.32695475579699207,0.32219581509984396,-0.004758940697148106
419,0.28547356772798155,0.27968034807102266,-0.005793219656958892
420,0.3080642321814798,0.31926336703385133,0.011199134852371506
421,0.29437025300538205,0.30037598712338415,0.006005734118002093
422,0.3315351340475831,0.3411360092550676,0.009600875207484483
423,0.291732684472612,0.2869322468688698,-0.004800437603742214
424,0.2803870529651426,0.27801041195110904,-0.0023766410140335648
425,0.3218399476887481,0.32294653186459427,0.0011065841758461925
426,0.3089507570041749,0.30683881595493184,-0.00211194104924306
427,0.2807108545847794,0.2884739198229466,0.007763065238167222
428,0.28089004577234544,0.28725290478346155,0.0063628590111161065
429,0.2900885267340677,0.2975504250289221,0.0074618982948543855
430,0.31847303958553397,0.31895717016246666,0.00048413057693269534
431,0.2821160907399024,0.2821450128263166,2.8922086414195913e-05
432,0.29691665409184653,0.31920049293295105,0.02228383884110452
433,0.2869196720486898,0.2793854685377999,-0.007534203510889903
434,0.2867561993863489,0.28890334993209593,0.0021471505457470452
435,0.3104220109652432,0.29873182938483983,-0.011690181580403358
436,0.31205988129369755,0.32134072732759916,0.009280846033901613
437,0.36293131633217646,0.3611645540968765,-0.001766762235299979
438,0.2966274332277048,0.3084112972184497,0.01178386399074488
439,0.28282028066998643,0.2915031940043258,0.008682913334339348
440,0.28519063427392993,0.2758236507217947,-0.009366983552135222
441,0.29513102962627635,0.29478019214325235,-0.0003508374830240024
442,0.34004199989940154,0.3350812333383632,-0.004960766561038332
443,0.2814370504501786,0.30034706503697006,0.01891001458679148
444,0.3117486544942408,0.3107615311101052,-0.0009871233841355909
445,0.30623773955032446,0.3028884361953624,-0.0033493033549620854
446,0.2783279261606559,0.29523791559780704,0.016909989437151163
447,0.30440810321412404,0.31900181077410583,0.014593707559981794
448,0.29136801468739,0.2954611186560033,0.0040931039686132875
449,0.3293093908757105,0.33179920527136464,0.002489814395654155
450,0.29560572908807403,0.30779387354760823,0.0121881444595342
451,0.3089570444142649,0.3048230722800664,-0.004133972134198527
452,0.29469405462501885,0.28478635380514067,-0.009907700819878185
453,0.3270019113726674,0.3224447965394095,-0.00455711483325788
454,0.29843820733363513,0.3039774156229566,0.005539208289321473
455,0.2796702882148785,0.27528167597203357,-0.004388612242844925
456,0.33084037523263415,0.33573512398772704,0.004894748755092881
457,0.27167270258035314,0.2765988883858961,0.0049261858055429375
458,0.2956843217141995,0.3081585433328303,0.01247422161863082
459,0.2817105527890951,0.28351692570796244,0.001806372918867316
460,0.30956692319299833,0.3301701373170363,0.020603214124037983
461,0.3076681253458076,0.31346511744882044,0.005796992103012821
462,0.2993938936673205,0.3015328705799507,0.0021389769126302083
463,0.29051607062019014,0.2988909008601177,0.008374830239927578
464,0.2980232382676928,0.305976183290579,0.007952945022886238
465,0.33996655097832096,0.35335999195211504,0.01339344097379408
466,0.3202618077561491,0.3357935969015642,0.015531789145415087
467,0.32859262612544643,0.310227729993461,-0.018364896131985442
468,0.3205541723253358,0.3230628489512601,0.0025086766259243
469,0.28735035963985717,0.2967500377244605,0.009399678084603347
470,0.28971756953875555,0.30228924601378204,0.012571676475026494
471,0.32233036567577084,0.321489110205724,-0.00084125547004682
472,0.2992115587747095,0.3056831899803833,0.006471631205673789
